PMC_ID	PMC_Year	Journal	IF	Article Title	Type of paper	Secondary analysis	Data availability statement (yes/no)	Data availability with explaination(yes/no)	Data availability (yes/no)	"If Data availability = yes, where do they share data? (SRA/GEO/other)"	"If other database, specifiy which one"	Code availability statement (Yes/No)	Code availability (Yes/No (reason))	Code availability (Yes/No)	Reproducibility	"If Code availability = yes,  What kind of code do they share?"	"If Code availability = yes, where do they share code (supplementary/ GitHub/ other)"	"If Code availability = yes, do they share the code as notebook or R markdown file (.Rmd)? (yes/no)"	"If yes, notebook/Rmd"	"If yes, single/ multiple"	Summary data (yes/ no/ partial)	Number of citations	Gender of the PI	"Experience of PI/ Last author (Check their profile or webpage to see whether they are an associate/ assistant/ professor/ professor emiretus, etc)"	PI/ last author's training background - CS/ Bioinformatics/ Other	PI (last author's) education level - PhD/PostDoc/ Master's etc	First author's education level	First author's training background (CS/ Bioinformatics/ Other)
PMC8073243	2020	Nat_Methods	28.6	Supervised enhancer prediction with epigenetic pattern recognition and targeted validation	Research article	yes	yes					yes	yes	yes		Package	GitHub	no			yes	24	Male	Professor	Bioinformatics	Postdoc	Phd	Other
PMC7437817	2020	Nat_Methods	28.6	Cumulus provides cloud-based data analysis for large-scale single-cell and single-nucleus RNA-seq	Research article	yes	yes					yes	yes	yes		Package	GitHub	no			yes	37	Female	Professor	Bioinformatics	Phd	Postdoc	CS
PMC7897472	2020	Nucleic_Acids_Res	17	Entropy subspace separation-based clustering for noise reduction (ENCORE) of scRNA-seq data	Research article	yes	yes					no	yes	yes		software	GitHub	no			no	38	Male	Professor	Other	Phd	Postdoc	Other
PMC8136008	2021	Bioinformatics	6.6	VisuaLife: library for interactive visualization in rich web applications	Research article	yes	no					yes	yes	yes		Package	BitBucket	no			no	1	Male	Faculty 	Other	Phd	MS	Other
PMC8428582	2021	Bioinformatics	6.6	"Mercator: a pipeline for multi-method, unsupervised visualization and distance generation"	Research article	yes	yes					yes	yes	yes		Pipeline	CRAN	yes	Rmd	multiple	uncertain	2	Male	Professor	Other	Postdoc	Postdoc	Bioinformatics
PMC8406877	2021	Bioinformatics	6.6	Transfer learning via multi-scale convolutional neural layers for human–virus protein–protein interaction prediction	Research article	yes	no					yes	yes	yes		Package	GitHub	no			yes	1	Male	Professor	Other	MSc	Phd	Other
PMC8135978	2021	Bioinformatics	6.6	Alignment free sequence comparison methods and reservoir host prediction	Research article	yes	no					yes	yes	yes		Package	GitHub	no			yes	0	Male	Professor	Other	Phd	MS	CS
PMC8034537	2021	Bioinformatics	6.6	EM-stellar: benchmarking deep learning for electron microscopy image segmentation	Research article	yes	no					yes	yes	yes		Jupyter Notebook	github	yes	notebook	multiple	yes	2	Male	Senior Lecturer	Other	Phd	Phd	Other
PMC8388021	2021	Bioinformatics	6.6	BloodGen3Module: blood transcriptional module repertoire analysis and visualization using R	Research article	yes	yes					yes	yes	yes		Package	GitHub	no			no	3	Male	Principle Scientist	Other	Postdoc	Postdoc	Other
PMC8136078	2021	Bioinformatics	6.6	SeRenDIP-CE: sequence-based interface prediction for conformational epitopes	Research article	yes	no					yes	no	yes		Pipeline	Other (Website)	no			no	2	Male	Assistant Professor	Bioinformatics	Postdoc	Phd	Bioinformatics
PMC8034526	2021	Bioinformatics	6.6	The iPPI-DB initiative: a community-centered database of protein–protein interaction modulators	Research article	yes	no					no	yes	yes		Package	gitlab	no			no	5	Male	Group Leader	Bioinformatics	Phd	MSc	Bioinformatics
PMC8388031	2021	Bioinformatics	6.6	CuBlock: a cross-platform normalization method for gene-expression microarrays	Research article	yes	no					yes	yes	yes		Pipeline	Other (Website)	uncertain	uncertain	uncertain	uncertain	1	Male	Adjunct Professor	Other	Phd	Phd	Bioinformatics
PMC8254361	2021	BMC_Bioinformatics	3.4	PhyliCS: a Python library to explore scCNA data and quantify spatial tumor heterogeneity	Research article	yes	yes					yes	yes	yes		Package	GitHub	no			yes	0	Male	Research Assistant	Other	MSc	MS	CS
PMC7936459	2021	BMC_Bioinformatics	3.4	SomatoSim: precision simulation of somatic single nucleotide variants	Research article	yes	yes					no	yes	yes		Package	GitHub	no			no	1	Male	Director	Other	MD	BS	Other
PMC8220828	2021	BMC_Bioinformatics	3.4	A convolutional neural network-based regression model to infer the epigenetic crosstalk responsible for CG methylation patterns	Research article	yes	yes					yes	yes	yes		Package	GitHub	no			no	0	Male	Professor	"Other, Genetics"	"MD,Phd"	Phd	Other
PMC7877041	2021	BMC_Bioinformatics	3.4	Ranking cancer drivers via betweenness-based outlier detection and random walks	Research article	yes	yes					no	yes	yes		Pipeline	GitHub	no			yes	0	Female	Associate Professor	CS	Phd	Phd	Other
PMC8340394	2021	BMC_Bioinformatics	3.4	Maximum parsimony reconciliation in the DTLOR model	Research article	yes	yes					yes	yes	yes		Package	GitHub	no			no	0	Male	Professor	CS	Phd	Phd	Other
PMC7869453	2021	BMC_Bioinformatics	3.4	NGlyAlign: an automated library building tool to align highly divergent HIV envelope sequences	Research article	yes	yes					no	yes	yes		Tool	GitHub	no			no	1	Male	Emiretus Professor	Other	Phd	Postdoc	CS
PMC8296540	2021	BMC_Bioinformatics	3.4	METAMVGL: a multi-view graph-based metagenomic contig binning algorithm by integrating assembly and paired-end graphs	Research article	yes	yes					yes	yes	yes		Pipeline	GitHub	no			no	1	Male	Assistant Professor	CS	Postdoc	Postdoc	"CS,Bioinformatics"
PMC8004462	2021	Genome_Biol	15.1	Meta-analysis of genome-wide DNA methylation identifies shared associations across neurodegenerative disorders	Research article	yes	yes					yes	yes	yes		Analytical	GitHub	no			yes	4	Male	Fellow	"Other,Genetics"	Phd	Phd	Other
PMC8218388	2021	Genome_Biol	15.1	SPARK-X: non-parametric modeling enables scalable and robust detection of spatial expression patterns for large spatial transcriptomic studies	Research article	yes	yes					yes	yes	yes		Pipeline	GitHub	no			yes	1	Male	Associate Professor	Other	Phd	Phd	Biostatistics
PMC7988935	2021	Genome_Med	12	CACTUS: integrating clonal architecture with genomic clustering and transcriptome profiling of single tumor cells	Research article	yes	yes					yes	yes	yes		Package	GitHub	no			yes	1	Female	Assistant Professor	"Other,Genetics"	Postdoc	Phd	CS
PMC8127495	2021	Genome_Med	12	An atlas connecting shared genetic architecture of human diseases and molecular phenotypes provides insight into COVID-19 susceptibility	Research article	yes	yes					no	yes	yes		Package	GitHub	no			no	8	Male	Associate Professor	Other	"MD,Phd"	Phd	Other
PMC8383430	2021	Genome_Med	12	Developmental dynamics of voltage-gated sodium channel isoform expression in the human and mouse brain	Research article	yes	yes					no	yes	yes		pipeline	GitHub	no			yes	12	Male	Associate Professor	"Other,Genetics"	Phd	BSc	Bioinformatics
PMC7610386	2021	Nat_Genet	41.3	"Genome-wide meta-analysis, fine-mapping, and integrative prioritization implicate new Alzheimer’s disease risk genes"	Research article	yes	yes					yes	yes	yes		Analytical	GitHub	no			yes	42	Male	Head of Research	"Other, Genetics"	Postdoc	Postdoc	"Other, Genetics"
PMC8035334	2021	Nat_Methods	48	Deep Learning-Based Point-Scanning Super-Resolution Imaging	Research article	yes	yes					yes	yes	yes		Pipeline	GitHub	yes	notebook	multiple	no	36	Male	Assistant Professor	Other	Postdoc	MS	Other
PMC7611169	2021	Nat_Methods	48	Structured illumination microscopy with noise-controlled image reconstructions	Research article	yes	yes					yes	yes	yes		Pipeline	GitHub	no			no	3	Male	Professor	Other	Phd	Phd	Other
PMC8262695	2021	Nucleic_Acids_Res	19.3	GEPIA2021: integrating multiple deconvolution-based analysis into GEPIA	Research article	yes	yes					no	yes	yes		Package	GitHub	no			yes	12						
PMC8287924	2021	Nucleic_Acids_Res	19.3	Architecture and evolution of subtelomeres in the unicellular green alga Chlamydomonas reinhardtii	Research article	yes	yes					no	yes	yes		Analytical	Supplementary	no			no	1	Male	Professor	Other	Postdoc		
PMC5018371	2016	Bioinformatics	7.3	TarPmiR: a new approach for microRNA target site prediction	Research article	yes	yes				TarPmiR website	yes	yes	yes	Software		Other(Website)		no			124						
PMC4908323	2016	Bioinformatics	7.3	Isoform-level ribosome occupancy estimation guided by transcript abundance with Ribomap	Research article	yes	yes				Ribomap website	yes	yes	yes	Software		"Other(Website), GitHub"		no			34	Male	Professor	CS	Phd		CS
PMC5043639	2016	BMC_Bioinformatics	2.5	Representing and decomposing genomic structural variants as balanced integer flows on sequence graphs	Research article	yes	yes					yes	yes	yes	Pipeline		GitHub		no			7	Male	Professor 	CS	Phd	Post Doc	Bioinformatics
PMC5123383	2016	BMC_Bioinformatics	2.5	A fuzzy method for RNA-Seq differential expression analysis in presence of multireads	Research article	yes	yes					yes	yes	yes	Pipeline		Other(Website)		no			16	Male	Researcher	Bioinformatics and Biological Science	NM	Phd	CS
PMC5020541	2016	BMC_Bioinformatics	2.5	CellTree: an R/bioconductor package to infer the hierarchical structure of cell populations from single-cell RNA-seq data	Research article	yes	no					yes	yes	yes	Package		Others (Website)		no			66	Male 	Professor	Engineering	Phd	Phd	Bioinformatics
PMC5054559	2016	Genome_Biol	11.2	Prediction of gestational age based on genome-wide differentially methylated regions	Research article	yes	yes				NIPH website	yes	yes	yes	Package		Zenodo		yes	Rmd	single	101	Male	Professor	Other Epidemiology	Phd	Phd	Bioinformatics
PMC4872356	2016	Genome_Med	7.1	An adaptive association test for microbiome data	Research article	yes	yes					yes	yes	yes	Package		GitHub		yes			69	Male	Professor	CS	Phd	Phd 	Biostatistics
PMC4784276	2016	Genome_Med	7.1	CoINcIDE: A framework for discovery of patient subtypes across multiple datasets	Research article	yes	yes				supplementary file	yes	yes	yes	Package		Bioconductor		yes			31	Male	Associate Professor	Bioinformatics	Phd	Phd 	Biomedical Informatics
PMC4900928	2016	Nat_Biotechnol	42	Profiling of engineering hotspots identifies an allosteric CRISPR-Cas9 switch	Research article	yes	no				GitHub	no	yes	yes	Analytical		GitHub		no			154	Male	Associate Professor	CS	Phd	Phd 	Other
PMC4900911	2016	Nat_Biotechnol	42	Systematic comparison of CRISPR-Cas9 and RNAi screens for essential genes	Research article	yes	no				supplementary file	no	yes	yes	Pipeline		Other (Bitbucket)		no			330	Male	Associate Professor	Other	PostDoc	Phd	Other
PMC5207801	2016	Nat_Genet	28	Detection and interpretation of shared genetic influences on 42 human traits	Research article	yes	no				supplementary file	no	yes	yes	Tool		GitHub		no			922	Male	Research Fellow	Other	Phd	Phd	Human Genetics
PMC5042848	2016	Nat_Genet	28	noncoding somatic and inherited single-nucleotide variants converge to promote ESR1 expression in breast cancer	Research article	yes	no					no	yes	yes	Tool		GitHub					79	Male	Professor	Other	PostDoc	Phd	Other
PMC5040167	2016	Nat_Genet	28	Network-based inference of protein activity helps functionalize the genetic landscape of cancer	Research article	yes	no					no	yes	yes	Package		Bioconductor		yes	Rmd	Single	465	Male	Chair	Other	Phd	Phd	Other
PMC4817234	2016	Nat_Genet	28	A multiple phenotype imputation method for genetic studies	Research article	yes	no					no	yes	yes	Pipeline		Other(Website)		no			82	Male	Professor	Other Statistics	Phd	Phd	Other Statistics
PMC4854847	2016	Nat_Methods	25	Inferring causal molecular networks: empirical assessment through a community-based effort	Research article	yes	yes				HPN-DREAM website	no	yes	yes	Web Tool		Others(Supplementary)		no			212	Male	Head	Other Machine Learning	PostDoc	Phd	Statistics and Complexity Science
PMC5199618	2016	Nat_Methods	25	TACO produces robust multi-sample transcriptome assemblies from RNA-seq	Research article	yes	yes				TACO website	yes	yes	yes	Tool		GitHub		no			107	Male			MD-Phd	MD-Phd	Others
PMC5008461	2016	Nat_Methods	25	TRIC: an automated alignment strategy for reproducible protein quantification in targeted proteomics	Research article	yes	yes				Peptide Atlas	no	yes	yes	Software		GitHub		no			144	Male	Professor	Other	Phd	Phd	Other Computational Biology
PMC5199621	2016	Nat_Methods	25	novoBreak: local assembly for breakpoint detection in cancer genomes	Research article	yes	no					yes	yes	yes	Pipeline		Other(Sourceforge)		no			99	Male	 Associate Professor	Other	Phd	Phd	CS and Bioinformatics
PMC4930141	2016	Nat_Methods	25	Data-driven hypothesis weighting increases detection power in genome-scale multiple testing	Research article	yes	no					yes	yes	yes	Pipeline		Other(Website)		yes	Rmd	Single	384	Male		Other Cheminformatics	PostDoc	Phd	Other Statistics
PMC4987952	2016	Nucleic_Acids_Res	10.2	3D-GNOME: an integrated web service for structural modeling of the 3D genome	Research article	yes	no					no	yes	yes	Web Tool							35	Male	Professor	Other	PostDoc	Phd	
PMC4937319	2016	Nucleic_Acids_Res	10.2	Redundans: an assembly pipeline for highly heterozygous genomes	Research article	yes	no					no	yes	yes	Pipeline		GitHub		no			324	Male	Professor	Bioinformatics	Phd	Phd	
PMC4987948	2016	Nucleic_Acids_Res	10.2	Heatmapper: web-enabled heat mapping for all	Research article	yes	no					no	yes	yes	Software		GitHub		no			1283	Male	Professor	Other	Phd		
PMC5860066	2017	Bioinformatics	5.4	OMSim: a simulator for optical map data	Research article	yes	yes					yes	yes	yes	Tool		GitHub		no			12	Male	Associate Professor 	Bioinformatics	PostDoc	Masters	Bioinformatics
PMC5870698	2017	Bioinformatics	5.4	HTSvis: a web app for exploratory data analysis and visualization of arrayed high-throughput screens	Research article	yes	yes					yes	yes	yes	Analytical		GitHub		no			5	Male	Head of Division	Other 	PostDoc	Masters 	Other
PMC6031019	2017	Bioinformatics	5.4	GDSCTools for mining pharmacogenomic interactions in cancer	Research article	yes	yes					no	yes	yes	Software		GitHub		yes	notebook	Multiple	34	Male	Group Leader	Other	PostDoc	Phd	CS
PMC5860120	2017	Bioinformatics	5.4	Kart: a divide-and-conquer algorithm for NGS read alignment	Research article	yes	yes					yes	yes	yes	Pipeline		GitHub		no 			39	Male	Chair Professor	CS	Phd	Postdoc	CS and Bioinformatics
PMC5870853	2017	Bioinformatics	5.4	"cyvcf2: fast, flexible variant analysis with Python"	Research article	yes	yes					yes	yes	yes	Analytical		GitHub		no 			41	Male	Professor	CS	Phd		
PMC5860161	2017	Bioinformatics	5.4	FALCON: a toolbox for the fast contextualization of logical networks	Research article	yes	yes					yes	yes	yes	Pipeline		GitHub		no 			12	Male	Professor			Postdoc	Bioinformatics
PMC5905622	2017	Bioinformatics	5.4	SimulaTE: simulating complex landscapes of transposable elements of populations	Research article	yes	yes					yes	yes	yes	Tool		Other (Sourceforge)		no			6	Male 	Professor	Other 	Phd		
PMC5870603	2017	Bioinformatics	5.4	"Estimation of time-varying growth, uptake and excretion rates from dynamic metabolomics data"	Research article	yes	yes					yes	yes	yes	Pipeline		Other (Website)		no 			11	Female	Research Scientist	Other 	Phd	Postdoc	
PMC5870860	2017	Bioinformatics	5.4	Threshold-seq: a tool for determining the threshold in short RNA-seq datasets	Research article	yes	yes					yes	yes	yes	Tool		Other (Website)		no 			11	Male	Professor	CS	Phd	Phd	Other
PMC5860361	2017	Bioinformatics	5.4	graphkernels: R and Python packages for graph comparison	Research article	yes	yes					yes	yes	yes	Package		Others (Website)		no			53	Male	Professor	CS	Phd	Postdoc	Bioinformatics
PMC5697234	2017	BMC_Bioinformatics	2.6	Synima: a Synteny imaging tool for annotated genome assemblies	Research article	yes	yes					yes	yes	yes	Tool		GitHub		no			33	Male	Lecturer	Bioinformatics	Phd		
PMC5721689	2017	BMC_Bioinformatics	2.6	Bayesian estimation of scaled mutation rate under the coalescent: a sequential Monte Carlo approach	Research article	yes	yes					yes	yes	yes	Pipeline		GitHub		no			1	Male	Professor	Other	Phd	Phd	Other
PMC5490186	2017	BMC_Bioinformatics	2.6	ISVASE: identification of sequence variant associated with splicing event using RNA-seq data	Research article	yes	yes				ISVASE	yes	yes	yes	Tool		Other(Sourceforge)		no			0	Male	Professor				
PMC5353803	2017	BMC_Bioinformatics	2.6	microclass: an R-package for 16S taxonomy classification	Research article	yes	no					no	yes	yes	Package		Other(Website)		yes	Rmd	Single	18	Male	Associate Professor			Phd	Informatics
PMC5657048	2017	Genome_Biol	11.6	McEnhancer: predicting gene expression via semi-supervised assignment of enhancers to target genes	Research article	yes	yes					yes	yes	yes	Pipeline		GitHub		no			23	Male	Professor	CS	Postdoc	Phd	CS
PMC5404673	2017	Genome_Med	9	PathOS: a decision support system for reporting high throughput sequencing of cancers in clinical diagnostic laboratories	Research article	yes	yes				Nectar Australian	yes	yes	yes	Pipeline		GitHub		no			35	Male	Professor	Other	Phd	Phd	Other
PMC5607865	2017	Nat_Biotechnol	36	GuideScan software for improved single and paired CRISPR guide RNA design	Research article	yes	no					no	yes	yes	Software		Other (BitBucket)		no			164	Male	Member	Other	"MD, Phd"	"MD, Phd"	Bioinformatics
PMC5395419	2017	Nat_Genet	27.2	"Fast, scalable prediction of deleterious noncoding variants from functional and population genomic data"	Research article	yes	yes					yes	yes	yes	Pipeline		GitHub		no			274	Male	Professor	CS	Phd	Phd	Other
PMC6026581	2017	Nat_Methods	27	Interactome INSIDER: a structural interactome browser for genomic studies	Research article	yes						yes	yes	yes	Tool		GitHub		yes	notebook	single	114	Male	Professor	Bioinformatics	Postdoc	Phd	Computational Biology
PMC5564216	2017	Nat_Methods	27	CrY2H-seq: a massively-multiplexed assay for deep coverage interactome mapping	Research article	yes	no					yes	yes	yes	Analytical		Supplementary		no			123	Male	Professor	Other	Postdoc	Phd	Other
PMC6662083	2018	Bioinformatics	4.5	CASMAP: detection of statistically significant combinations of SNPs in association mapping 	Research article	yes	no					yes	yes	yes	Package		GitHub		yes	"Rmd, ipynb"	Multiple	10	Male	Professor	CS	Postdoc	Phd	Computational Biology
PMC6581432	2018	Bioinformatics	4.5	MAGpy: a reproducible pipeline for the downstream analysis of metagenome-assembled genomes (MAGs) 	Research article	yes	no					yes	yes	yes	Pipeline		GitHub		no			29	Male	Professor	Bioinformatics	Phd	Phd	Bioinformatics
PMC6022719	2018	Bioinformatics	4.5	Deconvolution and phylogeny inference of structural variations in tumor genomic samples 	Research article	yes	no					yes	yes	yes	Pipeline		GitHub		no			34	Male	Professor	CS	Postdoc	MS	Computational Biology
PMC6022601	2018	Bioinformatics	4.5	Association mapping in biomedical time series via statistically significant shapelet mining 	Research article	yes	no					yes	yes	yes	Pipeline		GitHub		no			24	Male	Professor	CS	Postdoc	Phd	Bioinformatics
PMC6041755	2018	Bioinformatics	4.5	Network-based integration of multi-omics data for prioritizing cancer genes 	Research article	yes	no					yes	yes	yes	Pipeline		GitHub		no			95	Male	Professor	CS	Postdoc	MS	CS
PMC6247942	2018	Bioinformatics	4.5	MolArt: a molecular structure annotation and visualization tool 	Research article	yes	no					yes	yes	yes	Pipeline		GitHub		no			17	Male	Head and Professor	Other	Phd	Postdoc	CS
PMC6129310	2018	Bioinformatics	4.5	CaSiAn: a Calcium Signaling Analyzer tool 	Research article	yes	no					yes	yes	yes	Tool		GitHub		no			11	Male	Associate Professor	Other	Postdoc	Phd	CS
PMC6022688	2018	Bioinformatics	4.5	Enumerating consistent sub-graphs of directed acyclic graphs: an insight into biomedical ontologies	Research article	yes	no					yes	yes	yes	Pipeline		GitHub		no			9	Male	Assistant Professor	CS	Phd	Phd	CS
PMC6022691	2018	Bioinformatics	4.5	Scalable preprocessing for sparse scRNA-seq data exploiting prior knowledge 	Research article	yes	no					yes	yes	yes	Pipeline		GitHub		yes	notebook	Multiple	15	Male	Assistant Professor	Other Electrical and Computer Engineering	Phd	Phd	Other Electrical and Computer Engineering
PMC6084591	2018	Bioinformatics	4.5	ONETOOL for the analysis of family-based big data 	Research article	yes	no					yes	yes	yes	Pipeline		Other (Website)		no			21	Male	Professor	Other	Postdoc	Phd	Other Biostatistics
PMC6020255	2018	BMC_Bioinformatics	3	ProMotE: an efficient algorithm for counting independent motifs in uncertain network topologies	Research article	yes	no					yes	yes	yes	Pipeline		GitHub		no			1	Male	Professor	CS	Phd	Phd	CS
PMC5998916	2018	BMC_Bioinformatics	3	Computing the family-free DCJ similarity	Research article	yes	no					yes	yes	yes	Pipeline		GitHub		no			4	Male	Professor	Bioinformatics	Postdoc	Phd	CS
PMC6134797	2018	BMC_Bioinformatics	3	Priority-Lasso: a simple hierarchical approach to the prediction of clinical outcome using multi-omics data	Research article	yes	yes					yes	yes	yes	Pipeline		GitHub		no			32	Female	Professor	Other	Phd	MS	Other 
PMC6247705	2018	BMC_Bioinformatics	3	ASGAL: aligning RNA-Seq data to a splicing graph to detect novel alternative splicing events	Research article	yes	yes				Google Drive	no	yes	yes	Tool		GitHub		no			30	Female	Professor	CS and Bioinformatics	Phd	Phd	CS
PMC6003080	2018	BMC_Bioinformatics	3	Taxonomy-aware feature engineering for microbiome classification	Research article	yes	no					yes	yes	yes	Pipeline		GitHub		no			52	Male	Associate Professor	CS	Phd	Phd	CS and Bioinformatics
PMC6286514	2018	BMC_Bioinformatics	3	GOnet: a tool for interactive Gene Ontology analysis	Research article	yes	no					yes	yes	yes	Tool		GitHub		no			134	Male	Professor	Other	Phd		
PMC6109350	2018	Genome_Med	11	Exploring the pre-immune landscape of antigen-specific T cells 	Research article	yes	yes				immune access	yes	yes	yes	Analytical		GitHub		yes	Rmd	Multiple	27	Male	Head	Other	Phd		
PMC5992758	2018	Genome_Med	11	A computational tool to detect DNA alterations tailored to formalin-fixed paraffin-embedded samples in cancer clinical sequencing 	Research article	yes	yes				cisCall	yes	yes	yes	Tool		GitHub		no			19	Male	Professor	Other	"MD, Postdoc"	Phd	Other
 PMC6436528	2018	Nat_Biotechnol	32	Minimum information about a single amplified genome (MISAG) and a metagenome-assembled genome (MIMAG) of bacteria and archaea 	Research article	yes	no				supplementary	no	yes	yes			GitHub					895	Female	Program Lead	"Other, Genetics"	Postdoc	Postdoc	Other
PMC6590076	2018	Nat_Biotechnol	32	Encoding human serine phosphopeptides in bacteria for proteome-wide identification of phosphorylation-dependent interactions 	Research article	yes	yes				ProteomeXchange	no	yes	yes	Analytical		GitHub		no			23	Male	Associate Professor	Other	Phd	Phd	Other
PMC6330062	2018	Nat_Genet	25.5	High resolution genetic mapping of putative causal interactions between regions of open chromatin 	Research article	yes	no				European Nucleotide Archive	yes	yes	yes	Pipeline		GitHub		no			63	Male	Group Leader	"Other, Genetics"	Phd	Postdoc	"Other, Genetics"
PMC6624853	2018	Nat_Methods	28.5	Analyzing complex single molecule emission patterns with deep learning	Research article	yes	yes					yes	yes	yes	Software		GitHub					55	Male	Assistant Professor	Other	Phd	Phd	Other
PMC6235447	2018	Nat_Methods	28.5	Species-level functional profiling of metagenomes and metatranscriptomes	Research article	yes	yes				Human Microbiome Project	yes	yes	yes	Pipeline		GitHub		no			874	Male	Professor	CS	Phd	Phd	Bioinformatics
PMC6076999	2018	Nat_Methods	28.5	Genome-wide SWAp-tag yeast libraries for proteome exploration	Research article	yes	yes				Loqate database	yes	yes	yes	Analytical	yes	GitHub		no			103	Female	Professor	"Other, Genetics"	Phd	Postdoc	Other
PMC6289068	2018	Nat_Methods	28.5	Deep Generative Modeling for Single-cell Transcriptomics	Research article	yes	yes				GitHub	yes	yes	yes	Analytical		GitHub		yes	notebook	Multiple	693	Male	Associate Professor	Other	Phd	Phd	CS
PMC4908351	2016	Bioinformatics	7.3	Genome assembly from synthetic long read clouds	Research article	yes						yes	yes	yes	Pipeline/Software code/Tool	no (Figures don't look like they were generated by code)	GitHub		no			35	Male	Emeritus Professor	CS	Phd	Post Doc	CS
PMC4908349	2016	Bioinformatics	7.3	RNAiFold2T: Constraint Programming design of thermo-IRES switches	Research article	yes						yes	yes	yes	Pipeline/Software code/Tool	no	GitHub		no			12	Male	Professor	"Other, courtesy Professor of Computer Science"	Phd	Phd	CS and Bioinformatics
PMC6822339	2019	Genome_Med	11	pTuneos: prioritizing tumor neoantigens from next-generation sequencing data	Research article	yes	yes					yes	yes	yes		Package	GitHub	no			no	55	Female	Associate Professor	Bioinformatics	Phd		
PMC6916105	2019	Genome_Med	11	FIREVAT: finding reliable variants without artifacts in human cancer samples using etiologically relevant mutational signatures	Research article	yes	yes					yes	yes	yes		Package	GitHub	no			yes	68	Male	Professor				
